공고ID,공고제목,회사명,직무카테고리,회사규모,tech_all,게시년월,cluster
309085,Software Engineer (Backend),스튜디오씨드코리아(프로토파이),백엔드,스타트업/중소,"AWS, Git, GitHub, GitHub Actions, Jira, Kotlin, PostgreSQL, Scala",2025-09,3
309083,"Frontend Engineer, GenAI/3D Interior (2년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"GPT, LLM, React, TypeScript",2025-09,1
309080,"Frontend Engineer, Client Foundation (2년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"GPT, LLM, React, TypeScript",2025-09,1
309075,Linux C/C++ 개발자 (1년 이상),컴트루테크놀로지,QA,스타트업/중소,"C#, Go, Linux",2025-08,0
309068,"Senior Machine Learning Engineer, Technical Lead & Manager, Vision/GenAI (10년 이상)",버킷플레이스(오늘의집),AI_ML,스타트업/중소,"LLM, RAG, 머신러닝",2025-09,3
309066,Technical Security Engineer,버킷플레이스(오늘의집),AI_ML,스타트업/중소,"AWS, Azure, CI/CD, GCP, Python",2025-09,8
309063,"Senior Backend Engineer, Tech Lead & Manager, Commerce (13년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"AWS, Docker, Elasticsearch, GCP, GPT, Java, Kafka, Kotlin, Kubernetes, LLM, LangChain, MSA, Python, Terraform",2025-09,3
309061,"Senior Backend Engineer, Tech Lead & Manager, Content (8년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"AWS, Cassandra, Docker, GCP, Git, Go, Java, Kotlin, Kubernetes, MSA, MongoDB, Python",2025-09,3
309057,iOS 개발자,비주얼신,백엔드,스타트업/중소,Swift,2025-08,5
309055,신규 플랫폼 서비스(팝테일/팝키즈) 백엔드 개발자(7년 이상),아이피아,백엔드,스타트업/중소,"CI/CD, Git, GitHub, Linux, Spring",2025-09,0
309049,JAVA 풀스택 서비스 개발 및 운영 정규직,리스타,백엔드,스타트업/중소,"AWS, Git, Java, React",2025-09,1
309042,자사 IoT앱 관리,쿠쿠홀딩스,백엔드,스타트업/중소,"AWS, Flutter, Go, Java, MongoDB, Spring, Vue",2025-08,0
309040,데이터분석팀- 데이터분석가(서울/3년 이상),트리노드,데이터,스타트업/중소,"AWS, GCP, Python, 딥러닝, 머신러닝",2025-09,7
309026,"가전제품 (S/W, H/W) 설계",쿠쿠홀딩스,기타,스타트업/중소,,2025-08,6
309020,Infra엔지니어 (제조계열사),디비아이엔씨(DB Inc),DevOps,스타트업/중소,,2025-09,2
309013,Infra엔지니어 (보험·금융계열사),디비아이엔씨(DB Inc),DevOps,스타트업/중소,,2025-09,2
309008,S/W엔지니어 (대외 프로젝트),디비아이엔씨(DB Inc),보안,스타트업/중소,Java,2025-09,6
308999,Infra Security Engineer (인프라 보안 담당자),아이샵케어,DevOps,스타트업/중소,"AWS, Azure, GCP",2025-08,8
308997,Back-End 개발자,브이씨,백엔드,스타트업/중소,"AWS, Spring",2025-08,0
308996,React-Native 앱개발자 (테이블오더),비버웍스,백엔드,스타트업/중소,"React, React Native, TypeScript",2025-09,5
308995,S/W엔지니어 (보험·금융계열사),디비아이엔씨(DB Inc),기타,스타트업/중소,"Java, JavaScript, Oracle",2025-09,0
308990,"Solutions Engineer, Software Quality Solutions",더큐티컴파니,QA,스타트업/중소,"Java, JavaScript, Python",2025-09,6
308981,문자 검출·인식 딥러닝 엔지니어,포지큐브(POSICUBE),백엔드,스타트업/중소,"FastAPI, Flask, PyTorch, Python, TensorFlow, 딥러닝",2025-09,4
308963,Data Engineer,토스페이먼츠,데이터,대기업,"AWS, Airflow, Elasticsearch, Java, Kafka, Kubernetes, MSA, Python, Scala",2025-09,7
308945,서비스개발팀,제이티비씨(JTBC),백엔드,스타트업/중소,"CI/CD, Confluence, Docker, Java, Jira, MariaDB, Python, Redis, Spring",2025-08,0
308919,데이터 파이프라인/애플리케이션 개발자,티씨엠피코리아,백엔드,스타트업/중소,"AWS, CI/CD, FastAPI, Python",2025-10,0
308912,Salesforce Data 개발자 (파이프라인),티씨엠피코리아,백엔드,스타트업/중소,"Airflow, Kafka, Python",2025-11,7
308910,DevOps Engineer (TA/AA),오케스트로,DevOps,스타트업/중소,"AWS, Azure, CI/CD, Docker, GCP, Git, GitLab, Go, Golang, Java, Jenkins, Kubernetes, MSA, MongoDB, MySQL, PostgreSQL, Python",2025-09,0
308908,Senior Backend Engineer,포도노스,백엔드,스타트업/중소,"AWS, Docker, FastAPI, GCP, Go, Kubernetes, MongoDB, PostgreSQL, Python",2025-09,0
308906,Staff Network Engineer (Blue Operations),쿠팡,DevOps,대기업,,2025-09,2
308903,[미리캔버스] DevOps 엔지니어,미리디,백엔드,스타트업/중소,"AWS, Airflow, Ansible, CI/CD, Confluence, DynamoDB, GCP, GPT, Git, GitHub, GitHub Actions, Go, Jira, Kubernetes, Linux, MongoDB, PostgreSQL, Python, RAG, Terraform",2025-10,3
308901,프론트엔드 기반 웹개발자 (5년 이상),테크핀레이팅스,백엔드,스타트업/중소,"CI/CD, Git, GitHub, Java, Nginx, REST API, React, Spring, Spring Boot, TypeScript",2025-10,1
308900,iOS 개발자,티피씨인터넷,모바일,스타트업/중소,"CI/CD, Swift",2025-09,5
308893,백엔드 기반 웹 풀스택 개발자 (2년이상),아이케미스트,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Express, GCP, Git, Java, JavaScript, Kubernetes, React, Vue",2025-09,1
308887,금융권 ERP솔루션(인사급여) 개발자,뱅크웨어글로벌,백엔드,스타트업/중소,"Java, Spring",2025-08,0
308874,"DevOps 엔지니어 (Cloud, Kubernetes)",원스토어,백엔드,스타트업/중소,"AWS, Azure, Elasticsearch, Git, GitHub, Kubernetes, 마이크로서비스",2025-09,2
308871,금융권 ERP솔루션(재무회계) BA(Business Analyst),뱅크웨어글로벌,백엔드,스타트업/중소,"Java, Spring",2025-08,0
308866,개발직군 프로덕션,스팩스페이스,백엔드,스타트업/중소,"AWS, Docker, Git, Python, REST API",2025-08,0
308864,개발직군 LLM,스팩스페이스,백엔드,스타트업/중소,"AWS, Django, Docker, FastAPI, Git, Go, LLM, Python, REST API",2025-08,0
308859,[인바이츠생태계] JAVA 개발자,헬스커넥트,백엔드,스타트업/중소,"Angular, Java, Oracle, React, Spring",2025-09,1
308857,[투썬월드] 백엔드 개발자 (3년이상),엑스넷,백엔드,스타트업/중소,"AWS, CI/CD, Git, Java, JavaScript, MySQL, PostgreSQL, TypeScript",2025-09,0
308856,[투썬월드] 프론트엔드 개발자 (3년이상),엑스넷,프론트엔드,스타트업/중소,"Git, Java, JavaScript, React, TypeScript",2025-09,1
308851,Front-end 개발 (5년 이상),엔카닷컴,백엔드,스타트업/중소,"AWS, Confluence, Git, Jenkins, Jira, React, TypeScript",2025-09,1
308847,공정 SW Developer,메디트(Medit),기타,스타트업/중소,Go,2025-09,6
308842,백엔드 개발자 (2~5년),어글리랩,백엔드,스타트업/중소,"AWS, Java, Kafka, Kotlin, MSA, MySQL, PostgreSQL, RabbitMQ, Spring",2025-09,0
308806,AEM개발자,콘센트릭스서비스코리아,백엔드,스타트업/중소,React,2025-09,1
308799,Release Manager,포티투닷(42dot),DevOps,스타트업/중소,"CI/CD, Confluence, Git, Jira, Scala",2025-09,3
308756,프론트 개발자 (2-5년),파프롬지니어스,백엔드,스타트업/중소,"Flutter, Git, React, TypeScript",2025-09,1
308713,React(Next.js) 웹 프론트엔드 개발자,똑똑한개발자,백엔드,스타트업/중소,"Git, GitHub, Jira, React, TypeScript",2025-09,1
308711,백엔드 개발자 (2-5년차),맞추다,백엔드,스타트업/중소,"AWS, GCP, Java, Kotlin",2025-09,3
308710,Python Django 백엔드 개발자,똑똑한개발자,백엔드,스타트업/중소,"AWS, CI/CD, Django, Git, GitHub, Go, PostgreSQL, Python",2025-09,0
308685,Backend Software Engineer,넷마블,백엔드,스타트업/중소,"Docker, Elasticsearch, Go, Java, K8s, Kotlin, Kubernetes, Rust, Spring",2025-09,0
308675,프론트엔드 개발자(1~5년),랭디,프론트엔드,스타트업/중소,"Git, Jira, React, TypeScript",2025-09,1
308631,Technical Lead [유망 제약 플랫폼],루멘테라,백엔드,스타트업/중소,"Django, Go, Java, JavaScript, Jira, MongoDB, MySQL, PostgreSQL, Python, React, Spring, TypeScript",2025-11,3
308625,백엔드 개발자/엔지니어,에이비제트,백엔드,스타트업/중소,"Django, Go, LLM",2025-09,3
308624,웹프론트엔드 개발자,핀다(FINDA),프론트엔드,스타트업/중소,"Git, GitHub, GitHub Actions, Go, Java, JavaScript, React, TypeScript",2025-09,1
308596,Android 개발자 (​8~12년),오비고(Obigo),모바일,스타트업/중소,"CI/CD, Git, GitLab, Java, Jenkins, Kotlin, Linux",2025-09,5
308595,iOS 개발자 (8~12년),오비고(Obigo),백엔드,스타트업/중소,"CI/CD, GraphQL, REST API, Swift, gRPC",2025-09,5
308594,Database Engineer,레브잇,AI_ML,스타트업/중소,"AWS, GPT, Go, MongoDB, MySQL, PostgreSQL, Python, Redis",2025-09,7
308585,Infra Chapter Lead,레브잇,데이터,스타트업/중소,"AWS, Airflow, Azure, Docker, GCP, GPT, Go, Kafka, Kubernetes, MLOps, MongoDB, PostgreSQL, RAG, Redis, Terraform, 머신러닝",2025-09,2
308579,C# WPF 기반 소프트웨어 개발,삼가,백엔드,스타트업/중소,"C#, Express, Git, MySQL, Oracle",2025-10,3
308563,Data Engineer,레브잇,데이터,스타트업/중소,"AWS, Airflow, Elasticsearch, GPT, Go, Kafka, MongoDB, RAG, 머신러닝",2025-09,7
308560,Software Engineer (Frontend),레브잇,백엔드,스타트업/중소,"AWS, Angular, CI/CD, GPT, Git, GitHub, GitHub Actions, Go, GraphQL, Java, JavaScript, Jira, React, React Native, TypeScript, Vue",2025-09,1
308559,Software Engineer (Backend),레브잇,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Elasticsearch, Express, GPT, Git, GitHub, GitHub Actions, Go, Java, Jira, Kotlin, Kubernetes, MongoDB, MySQL, PostgreSQL, Redis, Spring, Spring Boot, TypeScript",2025-09,0
308558,Software Engineer(Backend) [병역특례(보충역)],레브잇,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Elasticsearch, Express, GPT, Git, GitHub, GitHub Actions, Go, Java, Jira, Kotlin, Kubernetes, MongoDB, MySQL, PostgreSQL, Redis, Spring, Spring Boot, TypeScript",2025-09,0
308555,Software Engineer(Frontend) (병역특례(보충역)),레브잇,백엔드,스타트업/중소,"AWS, Angular, CI/CD, GPT, Git, GitHub, GitHub Actions, Go, GraphQL, Java, JavaScript, Jira, React, React Native, TypeScript, Vue",2025-09,1
308505,DevOps,한화비전,DevOps,대기업,"AWS, Azure, CI/CD, Git, GitHub, GitHub Actions, Go, Jenkins, K8s, Kubernetes, Terraform",2025-09,2
308503,Cloud Frontend Engineer,한화비전,프론트엔드,대기업,"Agile, Java, JavaScript, NestJS, React, Scrum, TypeScript",2025-09,1
308502,DevOps Engineer,자비스앤빌런즈(삼쩜삼),DevOps,스타트업/중소,"AWS, Git, GitHub, MySQL, Terraform",2025-09,2
308497,Cloud Backend Engineer,한화비전,백엔드,대기업,"AWS, Agile, CI/CD, Git, GitHub, Go, Kafka, MongoDB, NestJS, PostgreSQL, REST API, Scrum, TypeScript",2025-09,0
308494,[테크] CISO,하이퍼리즘,DevOps,스타트업/중소,"CI/CD, Go, Rust",2025-09,8
308492,의료분야 응용SW 개발자 (3~7년),자이컨시,AI_ML,스타트업/중소,C#,2025-09,6
308486,백엔드 개발자 (JAVA),퍼스트해빗,백엔드,스타트업/중소,"AWS, Java, MSA, REST API, Spring",2025-09,0
308484,[아이디어스] 검색 Backend 개발자(시니어),백패커,백엔드,스타트업/중소,"AWS, Airflow, Elasticsearch, Go, Java, Kafka, LLM, MLOps, MongoDB, Python, RAG, Redis",2025-09,0
308469,[아이디어스] 추천 개발 엔지니어 (주니어),백패커,데이터,스타트업/중소,"Go, Java, MongoDB, MySQL, Python",2025-09,4
308465,[엔터프라이즈 사업 부문] BackEnd Developer,에버엑스,백엔드,스타트업/중소,"AWS, Java, Kotlin, MySQL, PostgreSQL",2025-09,0
308457,테크팀 프로모션 프론트엔드,설로인,프론트엔드,스타트업/중소,React,2025-09,3
308448,보안 엔지니어(SE),매드엔진,DevOps,스타트업/중소,,2025-09,8
308437,Front-end 개발자 (계약직),스마트마인드에이아이,백엔드,스타트업/중소,"CI/CD, GPT, Git, GitHub, GitHub Actions, GitLab, GraphQL, Java, JavaScript, Jira, React, TypeScript, Vue",2025-09,1
308401,[Deepflow] 데이터 엔지니어 (Data Engineer),임팩티브에이아이,데이터,스타트업/중소,"딥러닝, 머신러닝",2025-09,7
308398,영상처리 컴퓨터비전 소프트웨어 개발자,유아이엠디,AI_ML,스타트업/중소,"Computer Vision, Python, 컴퓨터비전",2025-10,4
308394,DevSecOps Engineer,라텔앤드파트너즈,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Jenkins, Linux, Nginx, Spring, Spring Boot, Terraform",2025-10,2
308392,[인턴] 소프트웨어 엔지니어,이모코그,프론트엔드,스타트업/중소,"AWS, Go, Golang",2025-09,3
308388,프론트엔드 개발자,에이아이비즈,백엔드,스타트업/중소,"CI/CD, Git, GitLab, React, TypeScript",2025-09,1
308385,DevOps Engineer,휴이노,백엔드,스타트업/중소,"AWS, CI/CD, Django, Docker, Flask, Git, Go, Kafka, Kubernetes, Linux, MySQL, PostgreSQL, PyTorch, Python, Redis, Terraform",2025-10,3
308378,프론트엔드 개발자 (React & Flutter),마이일타,프론트엔드,스타트업/중소,"Flutter, React",2025-09,1
308369,데이터 시각화 프론트엔드 개발자,티씨엠피코리아,백엔드,스타트업/중소,"AWS, Azure, GCP, GraphQL, Java, JavaScript, REST API, React, TypeScript, Vue",2025-10,7
308367,[AI 헬스케어] React Native 앱 개발자,알로스타,백엔드,스타트업/중소,"Git, Kotlin, REST API, React, React Native, Swift",2025-09,5
308356,BE 개발자 (5년이상),트리즈엔,백엔드,스타트업/중소,"Agile, Java, Python",2025-09,0
308354,Frontend Engineer_데이터 프로덕트 서비스 개발,두나무(업비트/증권플러스),백엔드,스타트업/중소,"AWS, CI/CD, Kubernetes, Nuxt, React, TypeScript, Vue",2025-09,0
308342,[데이터허브] 차세대 시스템 개발 및 운영,기웅정보통신,백엔드,스타트업/중소,"Git, GitLab, Go, Kafka, Kubernetes, MongoDB, RabbitMQ, Redis",2025-09,0
308335,소프트웨어 엔지니어 (인턴),이모코그,프론트엔드,스타트업/중소,"AWS, Go, Golang",2025-09,3
308332,AI애플리케이션 대리급 개발자,위비스,백엔드,스타트업/중소,"LLM, LangChain, Python, RAG",2025-11,0
308315,AI 프롬프트 엔지니어(주니어),힐링브리즈,데이터,스타트업/중소,LLM,2025-08,4
308308,쇼핑몰MD 및 프로그램 앱 개발 및 담당,디지털케어,데이터,스타트업/중소,,2025-09,3
308286,보안 전략 담당자,라인게임즈,보안,대기업,AWS,2025-09,8
308268,React Native / React / Frontend 개발자,제니쓰,프론트엔드,스타트업/중소,"React, React Native",2025-09,5
308264,유니티 개발자 (2~8년),위드포인츠,백엔드,스타트업/중소,"C#, Git, REST API",2026-05,6
308253,Frontend Chapter Lead,월급쟁이부자들,백엔드,스타트업/중소,"CI/CD, Confluence, Git, GitHub, GitHub Actions, Java, JavaScript, Jira, Nuxt, React, TypeScript, Vue",2025-09,1
308226,Software Engineer - Launching Platform,업스테이지,AI_ML,스타트업/중소,"AWS, Azure, Docker, Go, Golang, Java, Kubernetes, MLOps, Python, TypeScript",2025-09,0
308224,Embedded SW Project Manager - 차량제어SW개발팀,현대오토에버,기타,대기업,"Git, GitLab, Jira",2025-08,6
308222,Embedded SW Project Manager - 차량모션SW개발팀,현대오토에버,기타,대기업,"Git, GitLab, Jira",2025-08,6
308221,Android 개발자,이스트에이드(EST AID),백엔드,스타트업/중소,"CI/CD, Flutter, Kotlin, React, React Native",2025-09,5
308216,SWE Project Manager(PM),쓰리아이(3i corporation),백엔드,스타트업/중소,"Agile, Confluence, Jira, Scrum",2025-09,3
308214,Backend 개발,드림어스컴퍼니,백엔드,스타트업/중소,"Git, GitHub, Java, Kotlin, MySQL, PostgreSQL, Spring, Spring Boot, 마이크로서비스",2025-09,0
308201,연구소 개발 PM (15년이상),트리즈엔,PM_기획,스타트업/중소,,2025-09,3
308200,[EnIT] Solution Architect - SAP ERP 구축 컨설팅,현대오토에버,기타,대기업,,2025-08,2
308196,Security Analyst 보안관제 식별규칙 개발,현대오토에버,데이터,대기업,Python,2025-08,8
308194,[SDx] Platform Developer - SDF 요소기술 및 솔루션 개발,현대오토에버,백엔드,대기업,"Git, GitHub, Java, Spring",2025-08,6
308193,IT Architect 생성형 AI Service DevOps,현대오토에버,백엔드,대기업,"AWS, Azure, CI/CD, Docker, GCP, Git, GitLab, Go, Java, K8s, Kubernetes, LLM, Nginx, Python, RAG, Spring, Spring Boot",2025-08,2
308190,[마음] React-Native 개발 (3년 이상),라이프오아시스,백엔드,스타트업/중소,"AWS, Airflow, DynamoDB, Express, FastAPI, Go, GraphQL, Java, JavaScript, Kafka, Kotlin, MySQL, Pandas, Python, React, Redis, Spring, Spring Boot, Swift, TypeScript, gRPC",2025-09,5
308188,Backend Developer 웹 기반 서비스 서버 개발운영,현대오토에버,백엔드,대기업,"AWS, CI/CD, Kubernetes, Spring, Spring Boot",2025-08,0
308182,[EnIT] Backend Developer - Gateway 서비스 개발 및 운영,현대오토에버,백엔드,대기업,"AWS, Java, Spring",2025-08,0
308181,Platform Developer 태블릿 기반 시스템 개발 및 운영,현대오토에버,백엔드,대기업,"CI/CD, Confluence, Git, GitLab, Java, Jenkins, Jira, MySQL, Oracle, React, Spring, Vue",2025-08,0
308180,Machine Learning Engineer - AI 글로벌 플랫폼 기획/PO,현대오토에버,백엔드,대기업,"LLM, NLP",2025-08,4
308177,[SDx] IT Project Manager - 물류 IT/OT System PM,현대오토에버,AI_ML,대기업,,2025-08,2
308176,Security Engineer 모의 해킹 및 취약점 진단,현대오토에버,보안,대기업,"Java, Python",2025-08,8
308174,Security Architect 보안 신기술 발굴검증 및 사업화 전략,현대오토에버,AI_ML,대기업,"Go, K8s, Python",2025-08,8
308171,Process Engineer Jira/Confluence 운영,현대오토에버,백엔드,대기업,"Confluence, Jira, Linux, Python, REST API",2025-08,3
308170,프론트엔드 개발자,온택트헬스,백엔드,스타트업/중소,"Java, JavaScript, TypeScript",2025-09,1
308168,[SDx] IT Project Manager,현대오토에버,백엔드,대기업,"CI/CD, K8s",2025-08,6
